ticks,infected
0,2
1,2
2,2
3,3
4,5
5,4
6,5
7,6
8,8
9,7
10,7
11,6
12,7
13,14
14,12
15,18
16,38
17,53
18,80
19,122
20,184
21,246
22,298
23,335
24,368
25,382
26,405
27,437
28,467
29,457
30,486
31,492
32,526
33,567
34,614
35,760
36,808
37,839
38,873
39,883
40,969
41,939
42,1015
43,1005
44,1055
45,1089
46,1054
47,1041
48,1037
49,1078
50,1082
51,1056
52,1046
53,1103
54,1103
55,1104
56,1148
57,1195
58,1255
59,1240
60,1216
61,1218
62,1251
63,1243
64,1333
65,1309
66,1400
67,1468
68,1416
69,1401
70,1341
71,1276
72,1268
73,1261
74,1274
75,1225
76,1345
77,1342
78,1274
79,1268
80,1155
81,1160
82,1032
83,938
84,856
85,864
86,816
87,829
88,812
89,776
90,740
91,712
92,658
93,654
94,591
95,522
96,512
97,540
98,513
99,504
100,534
101,470
102,432
103,385
104,397
105,379
106,345
107,323
108,270
109,217
110,194
111,182
112,141
113,126
114,96
115,108
116,102
117,88
118,97
119,113
120,142
121,138
122,123
123,102
124,92
125,79
126,72
127,67
128,65
129,55
130,57
131,70
132,69
133,59
134,45
135,41
136,45
137,41
138,30
139,25
140,39
141,34
142,31
143,24
144,28
145,36
146,48
147,51
148,47
149,36
150,28
151,26
152,22
153,19
154,15
155,14
156,10
157,7
158,5
159,4
160,4
161,3
162,2
163,8
164,4
165,3
166,3
167,3
168,3
169,3
170,3
171,3
172,2
173,2
174,1
175,1
176,1
177,0
