ticks,infected
0,2
1,3
2,9
3,7
4,17
5,27
6,31
7,44
8,59
9,82
10,129
11,147
12,165
13,226
14,304
15,330
16,375
17,434
18,521
19,604
20,676
21,728
22,796
23,811
24,870
25,848
26,863
27,872
28,909
29,979
30,959
31,923
32,921
33,962
34,1038
35,1112
36,1218
37,1219
38,1284
39,1285
40,1325
41,1342
42,1304
43,1360
44,1331
45,1336
46,1351
47,1418
48,1450
49,1447
50,1439
51,1468
52,1455
53,1431
54,1384
55,1418
56,1415
57,1425
58,1463
59,1452
60,1455
61,1595
62,1622
63,1517
64,1487
65,1341
66,1265
67,1255
68,1187
69,1124
70,1060
71,975
72,886
73,862
74,804
75,737
76,725
77,642
78,587
79,520
80,438
81,423
82,392
83,370
84,357
85,327
86,379
87,349
88,307
89,278
90,268
91,206
92,185
93,194
94,172
95,160
96,202
97,189
98,160
99,153
100,201
101,185
102,191
103,165
104,141
105,130
106,118
107,99
108,80
109,57
110,50
111,76
112,87
113,67
114,61
115,98
116,90
117,80
118,83
119,60
120,103
121,103
122,106
123,89
124,82
125,101
126,84
127,66
128,68
129,50
130,36
131,35
132,49
133,108
134,108
135,90
136,79
137,61
138,94
139,81
140,58
141,56
142,51
143,93
144,76
145,61
146,63
147,42
148,38
149,33
150,30
151,19
152,15
153,73
154,72
155,61
156,54
157,41
158,29
159,22
160,18
161,22
162,19
163,14
164,11
165,10
166,4
167,2
168,2
169,56
170,36
171,57
172,43
173,44
174,34
175,27
176,30
177,26
178,24
179,18
180,13
181,72
182,124
183,91
184,77
185,68
186,54
187,51
188,49
189,47
190,37
191,28
192,28
193,27
194,20
195,21
196,17
197,13
198,61
199,44
200,34
201,35
202,26
203,20
204,16
205,12
206,18
207,15
208,12
209,67
210,55
211,41
212,34
213,31
214,23
215,19
216,14
217,13
218,9
219,7
220,5
221,4
222,2
223,2
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,0
