ticks,infected
0,2
1,3
2,2
3,3
4,6
5,6
6,6
7,4
8,3
9,5
10,7
11,9
12,8
13,7
14,12
15,12
16,12
17,12
18,14
19,12
20,19
21,23
22,25
23,27
24,25
25,27
26,30
27,26
28,26
29,25
30,26
31,24
32,28
33,39
34,57
35,48
36,46
37,41
38,51
39,52
40,57
41,59
42,59
43,56
44,57
45,56
46,65
47,66
48,63
49,68
50,64
51,68
52,73
53,80
54,86
55,78
56,75
57,69
58,61
59,60
60,61
61,61
62,58
63,53
64,52
65,44
66,43
67,53
68,48
69,60
70,56
71,67
72,63
73,62
74,56
75,64
76,55
77,53
78,50
79,61
80,56
81,56
82,51
83,52
84,41
85,39
86,41
87,52
88,54
89,55
90,42
91,51
92,65
93,62
94,65
95,57
96,45
97,53
98,53
99,37
100,38
101,36
102,51
103,57
104,52
105,54
106,51
107,44
108,45
109,36
110,40
111,42
112,49
113,55
114,54
115,49
116,45
117,44
118,44
119,41
120,40
121,38
122,44
123,37
124,40
125,32
126,35
127,38
128,34
129,44
130,50
131,42
132,42
133,39
134,40
135,60
136,63
137,54
138,55
139,51
140,48
141,45
142,49
143,40
144,32
145,29
146,27
147,23
148,25
149,24
150,27
151,28
152,25
153,23
154,22
155,17
156,16
157,16
158,15
159,25
160,20
161,19
162,19
163,18
164,13
165,14
166,14
167,11
168,13
169,17
170,18
171,18
172,18
173,19
174,14
175,15
176,11
177,8
178,4
179,7
180,12
181,11
182,8
183,9
184,7
185,8
186,8
187,5
188,5
189,5
190,7
191,8
192,12
193,16
194,11
195,11
196,9
197,11
198,8
199,7
200,6
201,7
202,11
203,13
204,16
205,18
206,21
207,21
208,26
209,33
210,40
211,35
212,34
213,33
214,31
215,44
216,42
217,34
218,35
219,35
220,44
221,37
222,37
223,39
224,34
225,30
226,24
227,37
228,34
229,34
230,35
231,35
232,27
233,29
234,26
235,19
236,16
237,15
238,18
239,14
240,9
241,10
242,9
243,13
244,16
245,15
246,14
247,11
248,12
249,11
250,15
251,19
252,12
253,9
254,8
255,11
256,14
257,15
258,14
259,13
260,21
261,25
262,24
263,22
264,17
265,15
266,10
267,6
268,4
269,4
270,4
271,3
272,2
273,4
274,4
275,2
276,4
277,5
278,10
279,12
280,14
281,14
282,13
283,19
284,16
285,15
286,13
287,10
288,17
289,13
290,12
291,10
292,13
293,19
294,32
295,29
296,24
297,17
298,13
299,10
300,10
301,8
302,3
303,2
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,15
314,10
315,10
316,9
317,15
318,15
319,15
320,10
321,8
322,8
323,11
324,9
325,6
326,5
327,3
328,3
329,3
330,15
331,13
332,12
333,11
334,11
335,13
336,18
337,12
338,11
339,9
340,7
341,5
342,4
343,2
344,2
345,2
346,2
347,2
348,1
349,1
350,0
