ticks,infected
0,2
1,2
2,5
3,6
4,10
5,11
6,13
7,21
8,21
9,32
10,51
11,54
12,63
13,70
14,98
15,135
16,155
17,190
18,216
19,264
20,291
21,329
22,367
23,388
24,387
25,424
26,484
27,486
28,495
29,554
30,569
31,573
32,562
33,564
34,595
35,641
36,688
37,767
38,857
39,896
40,1024
41,1171
42,1262
43,1367
44,1394
45,1487
46,1572
47,1630
48,1679
49,1725
50,1797
51,1687
52,1678
53,1652
54,1675
55,1633
56,1591
57,1514
58,1486
59,1393
60,1356
61,1312
62,1290
63,1143
64,1091
65,1012
66,928
67,927
68,889
69,864
70,867
71,868
72,774
73,713
74,660
75,639
76,614
77,564
78,545
79,558
80,494
81,430
82,454
83,444
84,440
85,392
86,385
87,359
88,321
89,293
90,304
91,272
92,270
93,309
94,308
95,314
96,318
97,274
98,266
99,259
100,259
101,253
102,237
103,233
104,201
105,187
106,180
107,238
108,225
109,199
110,208
111,211
112,199
113,195
114,151
115,161
116,150
117,154
118,142
119,161
120,161
121,135
122,100
123,80
124,107
125,140
126,99
127,152
128,137
129,136
130,117
131,105
132,93
133,109
134,96
135,130
136,118
137,93
138,89
139,75
140,66
141,91
142,108
143,92
144,77
145,63
146,54
147,38
148,33
149,25
150,18
151,63
152,50
153,44
154,38
155,49
156,49
157,41
158,41
159,43
160,64
161,61
162,36
163,25
164,19
165,38
166,28
167,20
168,22
169,27
170,21
171,20
172,13
173,20
174,20
175,17
176,13
177,15
178,10
179,9
180,13
181,11
182,16
183,13
184,10
185,41
186,39
187,40
188,27
189,40
190,33
191,29
192,23
193,25
194,22
195,18
196,15
197,13
198,11
199,11
200,11
201,9
202,6
203,4
204,2
205,1
206,9
207,8
208,6
209,2
210,1
211,10
212,6
213,43
214,36
215,36
216,27
217,21
218,15
219,53
220,32
221,27
222,30
223,26
224,24
225,19
226,23
227,20
228,17
229,14
230,13
231,53
232,43
233,31
234,24
235,14
236,20
237,16
238,66
239,49
240,34
241,28
242,22
243,15
244,9
