ticks,infected
0,2
1,4
2,6
3,8
4,9
5,12
6,16
7,16
8,14
9,15
10,19
11,21
12,21
13,25
14,28
15,35
16,40
17,42
18,61
19,77
20,114
21,137
22,131
23,139
24,167
25,181
26,220
27,254
28,259
29,291
30,285
31,301
32,360
33,359
34,406
35,428
36,452
37,451
38,469
39,515
40,554
41,565
42,626
43,596
44,622
45,603
46,646
47,656
48,703
49,684
50,706
51,715
52,638
53,636
54,643
55,672
56,684
57,705
58,678
59,673
60,700
61,636
62,700
63,655
64,657
65,641
66,672
67,651
68,665
69,672
70,689
71,724
72,750
73,779
74,821
75,777
76,740
77,725
78,690
79,648
80,695
81,672
82,698
83,737
84,724
85,711
86,727
87,694
88,699
89,696
90,681
91,661
92,627
93,591
94,596
95,575
96,543
97,566
98,571
99,558
100,521
101,521
102,518
103,523
104,538
105,512
106,487
107,451
108,422
109,392
110,424
111,416
112,391
113,380
114,359
115,379
116,370
117,382
118,392
119,372
120,349
121,373
122,385
123,405
124,391
125,419
126,401
127,355
128,323
129,290
130,255
131,252
132,210
133,182
134,170
135,169
136,174
137,155
138,134
139,129
140,130
141,111
142,97
143,92
144,81
145,81
146,68
147,60
148,57
149,66
150,59
151,58
152,49
153,48
154,50
155,39
156,37
157,66
158,57
159,51
160,64
161,54
162,43
163,35
164,32
165,28
166,30
167,25
168,36
169,43
170,31
171,31
172,28
173,22
174,23
175,20
176,19
177,23
178,24
179,28
180,30
181,31
182,26
183,36
184,42
185,31
186,20
187,20
188,34
189,23
190,26
191,20
192,18
193,18
194,49
195,39
196,43
197,30
198,27
199,17
200,15
201,12
202,13
203,15
204,9
205,7
206,7
207,6
208,11
209,11
210,9
211,8
212,7
213,3
214,1
215,1
216,1
217,1
218,1
219,1
220,0
