ticks,infected
0,2
1,3
2,4
3,4
4,7
5,8
6,7
7,12
8,21
9,28
10,50
11,64
12,90
13,129
14,182
15,299
16,360
17,425
18,481
19,538
20,617
21,634
22,687
23,766
24,789
25,842
26,923
27,993
28,1077
29,1147
30,1221
31,1332
32,1318
33,1359
34,1391
35,1433
36,1507
37,1502
38,1511
39,1575
40,1545
41,1464
42,1482
43,1431
44,1417
45,1473
46,1490
47,1494
48,1562
49,1549
50,1569
51,1564
52,1543
53,1591
54,1452
55,1317
56,1278
57,1226
58,1257
59,1247
60,1203
61,1177
62,1119
63,1039
64,1025
65,957
66,911
67,838
68,750
69,652
70,616
71,567
72,531
73,543
74,543
75,524
76,462
77,434
78,414
79,365
80,368
81,296
82,318
83,302
84,292
85,300
86,348
87,327
88,304
89,285
90,263
91,276
92,223
93,283
94,282
95,302
96,240
97,229
98,192
99,177
100,174
101,274
102,250
103,200
104,198
105,241
106,205
107,209
108,217
109,166
110,142
111,122
112,106
113,132
114,118
115,109
116,96
117,168
118,153
119,128
120,96
121,78
122,82
123,99
124,84
125,60
126,57
127,94
128,80
129,116
130,92
131,70
132,54
133,42
134,41
135,40
136,41
137,36
138,79
139,71
140,65
141,56
142,45
143,37
144,27
145,24
146,78
147,122
148,92
149,79
150,58
151,44
152,33
153,62
154,65
155,120
156,100
157,104
158,84
159,59
160,52
161,46
162,38
163,35
164,26
165,19
166,13
167,22
168,14
169,12
170,8
171,7
172,4
173,3
174,1
175,1
176,1
177,1
178,1
179,0
