ticks,infected
0,2
1,1
2,2
3,1
4,1
5,1
6,5
7,6
8,7
9,11
10,18
11,20
12,37
13,47
14,57
15,55
16,65
17,77
18,94
19,120
20,140
21,159
22,171
23,171
24,183
25,187
26,209
27,232
28,238
29,239
30,271
31,265
32,277
33,305
34,316
35,325
36,317
37,337
38,327
39,376
40,376
41,404
42,448
43,467
44,462
45,501
46,493
47,497
48,509
49,495
50,534
51,533
52,507
53,538
54,549
55,610
56,578
57,556
58,574
59,554
60,530
61,563
62,583
63,632
64,649
65,658
66,703
67,703
68,679
69,705
70,765
71,831
72,852
73,820
74,809
75,750
76,735
77,694
78,640
79,625
80,610
81,637
82,672
83,675
84,715
85,672
86,603
87,628
88,622
89,624
90,557
91,546
92,547
93,557
94,626
95,637
96,615
97,654
98,676
99,688
100,674
101,702
102,678
103,639
104,654
105,645
106,638
107,632
108,665
109,675
110,674
111,671
112,638
113,681
114,731
115,780
116,747
117,796
118,793
119,758
120,712
121,649
122,655
123,595
124,559
125,547
126,534
127,533
128,528
129,476
130,530
131,456
132,423
133,412
134,391
135,351
136,308
137,302
138,285
139,254
140,280
141,246
142,252
143,290
144,261
145,314
146,290
147,295
148,293
149,269
150,302
151,305
152,287
153,267
154,283
155,250
156,290
157,267
158,280
159,250
160,220
161,236
162,232
163,219
164,209
165,190
166,176
167,156
168,157
169,157
170,164
171,169
172,194
173,167
174,182
175,181
176,177
177,161
178,148
179,132
180,128
181,144
182,113
183,85
184,68
185,61
186,44
187,42
188,30
189,25
190,21
191,23
192,23
193,43
194,43
195,35
196,38
197,27
198,17
199,14
200,11
201,7
202,6
203,3
204,3
205,3
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,0
