ticks,infected
0,2
1,3
2,7
3,8
4,12
5,15
6,15
7,11
8,12
9,17
10,17
11,16
12,12
13,16
14,20
15,26
16,38
17,54
18,68
19,70
20,92
21,116
22,134
23,151
24,153
25,165
26,171
27,178
28,188
29,174
30,215
31,235
32,222
33,233
34,228
35,232
36,250
37,260
38,261
39,283
40,302
41,326
42,337
43,346
44,349
45,355
46,351
47,339
48,339
49,359
50,365
51,400
52,422
53,416
54,410
55,406
56,389
57,389
58,397
59,408
60,396
61,395
62,417
63,394
64,353
65,342
66,373
67,375
68,395
69,372
70,328
71,310
72,315
73,338
74,340
75,300
76,331
77,328
78,347
79,347
80,354
81,345
82,348
83,370
84,383
85,367
86,367
87,374
88,378
89,390
90,392
91,368
92,364
93,368
94,393
95,392
96,368
97,388
98,384
99,374
100,386
101,378
102,363
103,394
104,403
105,417
106,434
107,426
108,389
109,374
110,384
111,376
112,412
113,418
114,409
115,425
116,434
117,456
118,453
119,439
120,440
121,469
122,509
123,555
124,544
125,544
126,537
127,524
128,512
129,490
130,517
131,593
132,580
133,582
134,529
135,495
136,484
137,480
138,463
139,482
140,486
141,449
142,443
143,394
144,404
145,454
146,483
147,479
148,449
149,466
150,487
151,462
152,446
153,463
154,424
155,446
156,443
157,437
158,419
159,428
160,404
161,434
162,396
163,389
164,404
165,376
166,367
167,366
168,341
169,334
170,365
171,352
172,352
173,294
174,283
175,266
176,258
177,246
178,233
179,184
180,179
181,189
182,202
183,210
184,177
185,192
186,177
187,187
188,192
189,187
190,166
191,161
192,146
193,137
194,114
195,106
196,103
197,105
198,97
199,90
200,85
201,85
202,83
203,100
204,88
205,82
206,66
207,75
208,73
209,64
210,58
211,54
212,52
213,57
214,61
215,57
216,48
217,55
218,45
219,52
220,57
221,61
222,56
223,43
224,43
225,41
226,52
227,53
228,54
229,43
230,40
231,43
232,40
233,46
234,51
235,56
236,71
237,66
238,58
239,45
240,46
241,36
242,38
243,37
244,40
245,45
246,41
247,37
248,31
249,25
250,25
251,19
252,15
253,15
254,27
255,24
256,17
257,18
258,11
259,9
260,7
261,7
262,8
263,8
264,13
265,15
266,13
267,13
268,18
269,19
270,25
271,23
272,20
273,24
274,27
275,30
276,29
277,37
278,36
279,34
280,31
281,30
282,27
283,27
284,27
285,20
286,22
287,21
288,18
289,14
290,11
291,7
292,4
293,4
294,6
295,5
296,8
297,12
298,12
299,13
300,8
301,5
302,3
303,3
304,4
305,3
306,1
307,1
308,3
309,3
310,1
