ticks,infected
0,2
1,2
2,3
3,1
4,1
5,1
6,2
7,2
8,2
9,3
10,5
11,6
12,5
13,5
14,9
15,9
16,12
17,14
18,16
19,15
20,18
21,16
22,21
23,21
24,23
25,16
26,18
27,17
28,19
29,19
30,17
31,19
32,21
33,25
34,34
35,32
36,40
37,34
38,36
39,36
40,34
41,35
42,32
43,37
44,41
45,36
46,32
47,35
48,32
49,20
50,14
51,11
52,9
53,9
54,6
55,11
56,12
57,9
58,12
59,9
60,9
61,8
62,8
63,7
64,6
65,7
66,6
67,6
68,4
69,8
70,5
71,3
72,3
73,4
74,4
75,6
76,7
77,9
78,10
79,7
80,5
81,2
82,2
83,2
84,5
85,5
86,9
87,11
88,9
89,7
90,8
91,9
92,12
93,16
94,22
95,25
96,32
97,28
98,22
99,20
100,22
101,23
102,25
103,20
104,20
105,26
106,28
107,29
108,34
109,38
110,39
111,34
112,35
113,41
114,41
115,40
116,43
117,51
118,72
119,68
120,76
121,65
122,75
123,80
124,74
125,70
126,68
127,73
128,69
129,64
130,66
131,65
132,69
133,76
134,55
135,49
136,61
137,59
138,54
139,55
140,65
141,61
142,61
143,53
144,45
145,40
146,46
147,40
148,49
149,38
150,40
151,45
152,49
153,56
154,45
155,48
156,38
157,31
158,30
159,32
160,26
161,26
162,27
163,23
164,21
165,20
166,18
167,16
168,19
169,13
170,7
171,9
172,10
173,7
174,11
175,11
176,10
177,16
178,13
179,15
180,12
181,20
182,33
183,25
184,18
185,20
186,21
187,21
188,24
189,21
190,18
191,22
192,23
193,23
194,22
195,25
196,24
197,23
198,29
199,31
200,38
201,38
202,46
203,42
204,38
205,37
206,32
207,31
208,34
209,30
210,26
211,39
212,52
213,59
214,66
215,63
216,62
217,58
218,51
219,53
220,51
221,42
222,40
223,31
224,27
225,25
226,32
227,27
228,25
229,26
230,26
231,24
232,22
233,16
234,19
235,16
236,12
237,12
238,14
239,28
240,18
241,17
242,18
243,17
244,15
245,13
246,13
247,14
248,18
249,16
250,13
251,9
252,8
253,9
254,6
255,4
256,3
257,2
258,3
259,2
260,2
261,3
262,2
263,1
264,1
265,3
266,2
267,2
268,2
269,2
270,5
271,10
272,5
273,5
274,3
275,4
276,4
277,3
278,3
279,3
280,5
281,13
282,13
283,13
284,12
285,7
286,12
287,14
288,13
289,17
290,16
291,18
292,20
293,15
294,15
295,17
296,23
297,24
298,22
299,20
300,21
301,17
302,16
303,16
304,18
305,14
306,11
307,10
308,11
309,9
310,10
311,13
312,12
313,15
314,20
315,14
316,10
317,10
318,9
319,9
320,12
321,11
322,5
323,3
324,3
325,2
326,2
327,1
328,1
329,1
330,1
331,0
