ticks,infected
0,2
1,3
2,3
3,5
4,4
5,5
6,5
7,4
8,8
9,8
10,12
11,20
12,22
13,25
14,26
15,34
16,49
17,69
18,89
19,100
20,102
21,111
22,113
23,113
24,124
25,166
26,213
27,237
28,245
29,286
30,304
31,292
32,316
33,328
34,339
35,335
36,319
37,371
38,389
39,418
40,404
41,412
42,409
43,399
44,369
45,380
46,427
47,393
48,459
49,487
50,454
51,441
52,456
53,492
54,512
55,507
56,523
57,529
58,542
59,586
60,612
61,641
62,662
63,724
64,665
65,678
66,616
67,617
68,666
69,618
70,606
71,576
72,547
73,553
74,611
75,637
76,656
77,657
78,659
79,616
80,570
81,593
82,669
83,649
84,626
85,619
86,613
87,644
88,657
89,648
90,674
91,633
92,610
93,571
94,602
95,657
96,658
97,662
98,678
99,662
100,654
101,648
102,604
103,657
104,661
105,591
106,580
107,578
108,592
109,571
110,550
111,519
112,566
113,600
114,617
115,625
116,645
117,752
118,719
119,675
120,732
121,770
122,751
123,718
124,768
125,692
126,640
127,590
128,582
129,595
130,586
131,555
132,488
133,477
134,472
135,485
136,456
137,459
138,450
139,409
140,357
141,340
142,353
143,316
144,312
145,320
146,274
147,251
148,220
149,236
150,214
151,202
152,218
153,189
154,172
155,164
156,174
157,153
158,139
159,141
160,125
161,110
162,110
163,108
164,122
165,134
166,123
167,121
168,107
169,103
170,104
171,101
172,90
173,86
174,82
175,70
176,75
177,59
178,63
179,45
180,38
181,35
182,68
183,69
184,71
185,65
186,73
187,63
188,74
189,63
190,56
191,54
192,45
193,38
194,32
195,62
196,46
197,37
198,66
199,73
200,53
201,46
202,41
203,44
204,50
205,68
206,69
207,54
208,58
209,46
210,49
211,54
212,57
213,43
214,38
215,39
216,39
217,60
218,60
219,62
220,52
221,70
222,87
223,72
224,64
225,61
226,46
227,67
228,69
229,81
230,78
231,61
232,75
233,61
234,73
235,60
236,54
237,44
238,40
239,37
240,34
241,27
242,39
243,38
244,29
245,25
246,18
247,12
248,19
249,19
250,25
251,23
252,27
253,18
254,14
255,11
256,8
257,8
258,6
259,7
260,6
261,5
262,3
263,3
264,6
265,5
266,3
267,3
268,3
269,3
270,3
271,2
272,2
273,2
274,0
