ticks,infected
0,2
1,2
2,2
3,2
4,3
5,1
6,1
7,2
8,3
9,3
10,4
11,3
12,3
13,10
14,11
15,15
16,16
17,19
18,23
19,32
20,44
21,58
22,56
23,73
24,101
25,91
26,101
27,126
28,147
29,150
30,156
31,183
32,209
33,243
34,242
35,243
36,233
37,232
38,234
39,260
40,265
41,305
42,308
43,327
44,335
45,346
46,348
47,328
48,327
49,353
50,349
51,326
52,319
53,293
54,272
55,260
56,255
57,249
58,264
59,258
60,285
61,316
62,343
63,367
64,382
65,417
66,392
67,387
68,362
69,380
70,335
71,356
72,361
73,344
74,320
75,319
76,355
77,407
78,414
79,429
80,404
81,382
82,426
83,413
84,405
85,420
86,460
87,426
88,405
89,411
90,442
91,407
92,420
93,453
94,430
95,419
96,445
97,441
98,463
99,440
100,453
101,466
102,447
103,424
104,391
105,434
106,426
107,424
108,445
109,472
110,472
111,483
112,489
113,482
114,486
115,460
116,461
117,512
118,512
119,506
120,573
121,573
122,548
123,542
124,543
125,557
126,526
127,531
128,483
129,449
130,461
131,429
132,402
133,395
134,391
135,380
136,369
137,383
138,400
139,407
140,400
141,369
142,411
143,499
144,488
145,478
146,484
147,491
148,503
149,516
150,482
151,484
152,448
153,458
154,447
155,435
156,425
157,439
158,472
159,465
160,489
161,455
162,453
163,432
164,400
165,393
166,348
167,352
168,377
169,329
170,349
171,356
172,321
173,315
174,284
175,256
176,230
177,252
178,256
179,255
180,225
181,217
182,234
183,212
184,206
185,188
186,182
187,176
188,172
189,173
190,158
191,145
192,145
193,160
194,155
195,143
196,137
197,135
198,117
199,127
200,111
201,95
202,117
203,118
204,106
205,97
206,92
207,80
208,98
209,97
210,99
211,108
212,116
213,102
214,108
215,114
216,104
217,117
218,103
219,105
220,98
221,82
222,73
223,74
224,60
225,47
226,40
227,38
228,40
229,31
230,38
231,30
232,33
233,37
234,32
235,25
236,24
237,22
238,19
239,25
240,31
241,35
242,34
243,42
244,32
245,31
246,29
247,27
248,28
249,29
250,23
251,23
252,21
253,16
254,12
255,16
256,18
257,23
258,27
259,22
260,20
261,15
262,12
263,20
264,14
265,10
266,10
267,8
268,10
269,14
270,18
271,14
272,9
273,9
274,12
275,18
276,18
277,16
278,11
279,8
280,7
281,9
282,11
283,12
284,10
285,19
286,16
287,15
288,22
289,18
290,17
291,17
292,13
293,14
294,17
295,18
296,13
297,12
298,10
299,8
300,6
301,5
302,3
303,3
304,2
305,0
