ticks,infected
0,1
1,1
2,1
3,1
4,1
5,2
6,4
7,5
8,6
9,9
10,13
11,14
12,15
13,18
14,21
15,30
16,28
17,28
18,39
19,51
20,62
21,64
22,83
23,69
24,54
25,66
26,75
27,83
28,76
29,81
30,93
31,99
32,114
33,118
34,118
35,125
36,117
37,132
38,153
39,169
40,171
41,176
42,176
43,173
44,178
45,186
46,166
47,179
48,176
49,189
50,181
51,190
52,180
53,157
54,168
55,183
56,174
57,170
58,170
59,166
60,166
61,152
62,155
63,143
64,152
65,161
66,169
67,177
68,177
69,182
70,182
71,192
72,189
73,197
74,188
75,211
76,214
77,239
78,243
79,210
80,208
81,205
82,202
83,184
84,189
85,186
86,189
87,201
88,200
89,178
90,195
91,190
92,209
93,195
94,183
95,185
96,193
97,204
98,227
99,225
100,206
101,218
102,211
103,221
104,223
105,250
106,253
107,246
108,245
109,245
110,244
111,242
112,249
113,242
114,218
115,230
116,205
117,200
118,212
119,197
120,185
121,187
122,197
123,196
124,219
125,204
126,225
127,219
128,204
129,193
130,201
131,206
132,205
133,215
134,203
135,199
136,191
137,190
138,193
139,184
140,182
141,198
142,229
143,233
144,237
145,239
146,235
147,239
148,235
149,256
150,248
151,251
152,246
153,246
154,245
155,228
156,252
157,240
158,225
159,234
160,257
161,273
162,260
163,243
164,225
165,244
166,258
167,244
168,267
169,257
170,252
171,261
172,271
173,274
174,289
175,284
176,268
177,253
178,231
179,215
180,203
181,218
182,211
183,226
184,228
185,251
186,265
187,248
188,256
189,240
190,221
191,199
192,196
193,177
194,177
195,179
196,184
197,200
198,241
199,219
200,231
201,194
202,236
203,225
204,214
205,216
206,230
207,232
208,215
209,241
210,235
211,251
212,230
213,239
214,235
215,243
216,233
217,239
218,213
219,222
220,217
221,214
222,227
223,234
224,232
225,232
226,240
227,264
228,284
229,256
230,260
231,244
232,254
233,251
234,247
235,241
236,232
237,228
238,226
239,222
240,196
241,205
242,195
243,181
244,180
245,198
246,196
247,201
248,192
249,188
250,172
251,171
252,164
253,165
254,164
255,172
256,176
257,172
258,175
259,169
260,190
261,169
262,167
263,159
264,154
265,160
266,143
267,158
268,145
269,157
270,154
271,137
272,129
273,143
274,122
275,117
276,109
277,126
278,120
279,113
280,131
281,127
282,132
283,129
284,125
285,120
286,100
287,136
288,113
289,120
290,114
291,114
292,103
293,119
294,107
295,105
296,97
297,95
298,72
299,78
300,68
301,66
302,64
303,61
304,74
305,75
306,71
307,64
308,48
309,48
310,43
311,37
312,40
313,45
314,32
315,27
316,21
317,16
318,16
319,15
320,17
321,13
322,13
323,16
324,14
325,15
326,12
327,10
328,10
329,5
330,4
331,7
332,7
333,7
334,6
335,5
336,4
337,2
338,2
339,2
340,1
341,0
