x,y
0,2
1,2
2,3
3,4
4,5
5,6
6,7
7,5
8,5
9,5
10,6
11,5
12,4
13,5
14,7
15,7
16,7
17,5
18,5
19,5
20,2
21,2
22,3
23,5
24,4
25,3
26,3
27,3
28,1
29,0
