ticks,infected
0,2
1,2
2,2
3,4
4,4
5,7
6,12
7,20
8,33
9,56
10,68
11,86
12,114
13,167
14,187
15,259
16,313
17,410
18,469
19,509
20,550
21,581
22,606
23,627
24,614
25,612
26,635
27,664
28,654
29,729
30,743
31,817
32,880
33,845
34,843
35,851
36,959
37,938
38,957
39,979
40,1009
41,989
42,985
43,980
44,1020
45,1012
46,991
47,989
48,981
49,945
50,939
51,941
52,899
53,908
54,989
55,1038
56,1064
57,1053
58,1054
59,1057
60,1029
61,1148
62,1084
63,1090
64,1096
65,1072
66,1031
67,1059
68,977
69,967
70,948
71,961
72,1013
73,975
74,1047
75,1057
76,1039
77,1052
78,1041
79,1055
80,1038
81,1085
82,994
83,1043
84,1043
85,997
86,869
87,787
88,754
89,712
90,716
91,650
92,600
93,629
94,660
95,597
96,616
97,544
98,530
99,493
100,483
101,439
102,404
103,382
104,354
105,375
106,354
107,300
108,288
109,250
110,242
111,275
112,275
113,264
114,244
115,240
116,227
117,179
118,188
119,221
120,188
121,157
122,124
123,112
124,89
125,81
126,73
127,68
128,91
129,60
130,66
131,54
132,36
133,99
134,80
135,96
136,74
137,59
138,42
139,45
140,41
141,37
142,70
143,61
144,89
145,73
146,55
147,45
148,31
149,27
150,19
151,15
152,11
153,8
154,12
155,9
156,19
157,13
158,11
159,11
160,58
161,45
162,41
163,32
164,32
165,24
166,21
167,18
168,14
169,56
170,45
171,39
172,27
173,24
174,23
175,67
176,67
177,78
178,83
179,70
180,78
181,67
182,60
183,47
184,36
185,29
186,24
187,18
188,12
189,59
190,49
191,38
192,60
193,45
194,45
195,42
196,70
197,56
198,40
199,37
200,32
201,24
202,21
203,20
204,17
205,12
206,18
207,13
208,9
209,4
210,3
211,3
212,2
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,0
