ticks,infected
0,2
1,2
2,2
3,2
4,2
5,4
6,1
7,1
8,1
9,2
10,1
11,2
12,2
13,2
14,2
15,2
16,2
17,1
18,3
19,2
20,2
21,1
22,3
23,3
24,4
25,4
26,5
27,4
28,5
29,5
30,6
31,7
32,6
33,8
34,12
35,14
36,16
37,23
38,40
39,63
40,73
41,91
42,94
43,111
44,118
45,130
46,159
47,175
48,200
49,243
50,254
51,235
52,235
53,208
54,217
55,217
56,216
57,245
58,242
59,258
60,275
61,258
62,267
63,254
64,249
65,255
66,268
67,272
68,266
69,311
70,309
71,314
72,336
73,332
74,306
75,322
76,317
77,337
78,359
79,370
80,378
81,378
82,396
83,409
84,410
85,415
86,424
87,414
88,424
89,438
90,477
91,497
92,515
93,528
94,512
95,500
96,485
97,483
98,474
99,461
100,439
101,420
102,418
103,404
104,434
105,421
106,418
107,456
108,471
109,479
110,529
111,552
112,493
113,512
114,465
115,486
116,494
117,480
118,482
119,497
120,481
121,461
122,462
123,423
124,428
125,412
126,427
127,416
128,424
129,405
130,397
131,444
132,438
133,415
134,424
135,396
136,391
137,414
138,401
139,420
140,415
141,403
142,415
143,383
144,390
145,406
146,414
147,416
148,438
149,454
150,386
151,392
152,414
153,419
154,429
155,423
156,467
157,470
158,437
159,429
160,401
161,417
162,408
163,421
164,386
165,383
166,401
167,431
168,426
169,475
170,480
171,481
172,463
173,474
174,457
175,432
176,451
177,441
178,440
179,423
180,421
181,410
182,361
183,350
184,355
185,383
186,344
187,323
188,319
189,280
190,303
191,277
192,282
193,279
194,243
195,225
196,247
197,247
198,225
199,213
200,204
201,213
202,230
203,245
204,212
205,184
206,171
207,176
208,178
209,185
210,166
211,158
212,141
213,127
214,145
215,138
216,138
217,130
218,113
219,94
220,89
221,83
222,79
223,71
224,74
225,75
226,67
227,96
228,101
229,77
230,75
231,78
232,63
233,48
234,41
235,39
236,39
237,37
238,37
239,30
240,31
241,26
242,27
243,23
244,28
245,26
246,22
247,25
248,31
249,23
250,19
251,21
252,20
253,23
254,26
255,31
256,25
257,22
258,23
259,20
260,22
261,21
262,18
263,23
264,16
265,13
266,9
267,8
268,7
269,6
270,3
271,2
272,0
