ticks,infected
583,35
584,46
585,46
586,45
587,52
588,58
589,61
590,54
591,50
592,43
593,39
594,45
595,44
596,43
597,39
598,36
599,28
600,31
601,27
602,26
603,27
604,24
605,27
606,22
607,29
608,30
609,35
610,39
611,36
612,35
613,37
614,41
615,32
616,30
617,34
618,23
619,18
620,12
621,14
622,20
623,21
624,21
625,23
626,36
627,34
628,31
629,35
630,33
631,31
632,29
633,25
634,27
635,24
636,24
637,30
638,23
639,24
640,22
641,28
642,37
643,39
644,41
645,42
646,23
647,18
648,16
649,17
650,14
651,11
652,7
653,6
654,7
655,6
656,7
657,6
658,6
659,6
660,6
661,7
662,9
663,10
664,14
665,13
666,11
667,18
668,17
669,17
670,14
671,14
672,28
673,26
674,39
675,37
676,36
677,32
678,35
679,29
680,21
681,23
682,24
683,19
684,26
685,17
686,16
687,24
688,18
689,14
690,15
691,16
692,15
693,21
694,20
695,24
696,18
697,20
698,15
699,17
700,16
701,18
702,16
703,22
704,16
705,12
706,11
707,11
708,8
709,8
710,12
711,8
712,4
713,6
714,8
715,6
716,15
717,11
718,14
719,16
720,14
721,14
722,21
723,19
724,19
725,18
726,18
727,15
728,9
729,14
730,12
731,15
732,15
733,15
734,10
735,9
736,8
737,10
738,10
739,9
740,11
741,21
742,27
743,17
744,16
745,9
746,9
747,8
748,9
749,8
750,10
751,7
752,5
753,4
754,3
755,5
756,2
757,0
