ticks,infected
0,2
1,3
2,3
3,5
4,7
5,8
6,6
7,4
8,8
9,8
10,13
11,16
12,21
13,26
14,29
15,35
16,35
17,39
18,39
19,33
20,40
21,46
22,44
23,51
24,50
25,44
26,49
27,59
28,56
29,58
30,57
31,63
32,56
33,50
34,49
35,53
36,63
37,55
38,60
39,69
40,71
41,62
42,58
43,74
44,73
45,77
46,73
47,68
48,69
49,64
50,64
51,73
52,64
53,61
54,53
55,51
56,56
57,52
58,56
59,60
60,67
61,69
62,63
63,65
64,77
65,82
66,72
67,73
68,88
69,104
70,104
71,89
72,93
73,96
74,90
75,78
76,72
77,81
78,75
79,68
80,69
81,70
82,66
83,66
84,61
85,58
86,60
87,63
88,65
89,65
90,60
91,61
92,65
93,62
94,56
95,57
96,52
97,58
98,51
99,48
100,39
101,38
102,44
103,46
104,44
105,42
106,43
107,47
108,55
109,58
110,63
111,63
112,58
113,64
114,60
115,76
116,75
117,82
118,85
119,88
120,89
121,105
122,112
123,104
124,116
125,112
126,124
127,125
128,124
129,115
130,104
131,102
132,113
133,117
134,108
135,106
136,126
137,115
138,99
139,72
140,65
141,70
142,71
143,71
144,77
145,68
146,74
147,78
148,79
149,76
150,83
151,81
152,81
153,83
154,95
155,101
156,99
157,105
158,110
159,109
160,101
161,96
162,88
163,87
164,83
165,65
166,69
167,72
168,68
169,72
170,67
171,57
172,50
173,62
174,57
175,72
176,71
177,67
178,78
179,76
180,73
181,84
182,79
183,86
184,99
185,89
186,85
187,72
188,92
189,81
190,71
191,69
192,70
193,76
194,68
195,67
196,70
197,62
198,61
199,59
200,50
201,47
202,45
203,47
204,50
205,43
206,46
207,61
208,67
209,68
210,59
211,56
212,63
213,66
214,59
215,60
216,70
217,71
218,69
219,55
220,55
221,48
222,59
223,63
224,53
225,46
226,39
227,38
228,38
229,34
230,46
231,41
232,36
233,38
234,41
235,43
236,37
237,33
238,35
239,36
240,32
241,32
242,30
243,25
244,35
245,37
246,33
247,31
248,26
249,26
250,22
251,20
252,17
253,26
254,28
255,25
256,30
257,40
258,34
259,47
260,45
261,40
262,39
263,47
264,40
265,29
266,26
267,20
268,23
269,33
270,39
271,42
272,46
273,48
274,44
275,42
276,43
277,41
278,37
279,31
280,40
281,34
282,30
283,28
284,26
285,26
286,29
287,30
288,34
289,31
290,32
291,29
292,35
293,30
294,34
295,41
296,49
297,64
298,66
299,69
300,86
301,78
302,92
303,83
304,69
305,69
306,73
307,67
308,54
309,63
310,58
311,50
312,43
313,46
314,38
315,31
316,41
317,37
318,43
319,43
320,51
321,56
322,56
323,64
324,61
325,66
326,63
327,54
328,52
329,54
330,60
331,49
332,51
333,59
334,42
335,39
336,33
337,31
338,33
339,33
340,22
341,18
342,20
343,24
344,21
345,14
346,12
347,14
348,9
349,8
350,7
351,5
352,6
353,7
354,6
355,2
356,2
357,2
358,3
359,2
360,2
361,4
362,3
363,1
364,1
365,0
